id,Причина дубля,Ноябрь 2022,Декабрь 2022,Январь 2023,Февраль 2023,Март 2023,Апрель 2023,Май 2023,Июнь 2023,Июль 2023,Август 2023,Сентябрь 2023,Октябрь 2023,Ноябрь 2023,Декабрь 2023,Январь 2024,Февраль 2024,Account
556,,34225.0,,,,,,,,,,,,,,,,Иванова Мария Сергеевна
640,первая часть оплаты,65820.0,65820.0,71735.0,71735.0,,,,,,,,,,,,,Попова Екатерина Николаевна
640,вторая часть оплаты,4220.0,3165.0,3165.0,6330.0,,,,,,,,,,,,,Попова Екатерина Николаевна
101,,43800.0,43800.0,43800.0,,,,,,,,,,,,,,Попова Екатерина Николаевна
653,,68285.0,70445.0,70445.0,70445.0,,,,,,,,,,,,,Васильев Артем Александрович
174,,127200.0,127200.0,127200.0,127200.0,,,,,,,,,,,,,Иванова Мария Сергеевна
714,,,,,,,,,,,,,,,,,,Попова Екатерина Николаевна
649,первая часть оплаты,,83050.0,96750.0,,,,,,,,,,,,,,Соколова Анастасия Викторовна
649,вторая часть оплаты,,27820.0,26555.0,,,,,,,,,,,,,,Соколова Анастасия Викторовна
649,вторая часть оплаты,,,2745.0,,,,,,,,,,,,,,Соколова Анастасия Викторовна
671,первая часть оплаты,28000.0,37000.0,37000.0,,,,,,,,,,,,,,Соколова Анастасия Викторовна
671,вторая часть оплаты,,68805.0,67835.0,,,,,,,,,,,,,,Соколова Анастасия Викторовна
671,вторая часть оплаты,,,3395.0,,,,,,,,,,,,,,Соколова Анастасия Викторовна
732,первая часть оплаты,,,,,,,153212.5,,,,,,,,,,Кузнецов Михаил Иванович
732,вторая часть оплаты,,,,,,,153212.5,,,,,,,,,,Кузнецов Михаил Иванович
530,изменение ЮЛ,44030.0,48280.0,44030.0,44030.0,48280.0,,,,,,,,,,,,Васильев Артем Александрович
549,,47234.0,53608.5,47234.0,46958.5,53884.0,,,,,,,,,,,,Васильев Артем Александрович
686,,108866.5,42297.0,77784.5,48173.5,86496.5,,,,,,,,,,,,Васильев Артем Александрович
56,,,,24615.0,25672.5,25672.5,,,,,,,,,,41409.0,40869.0,Васильев Артем Александрович
692,изменение ЮЛ,47540.0,48410.0,52180.0,45800.0,46380.0,,,,,,,,,,,,Попова Екатерина Николаевна
647,первая часть оплаты,153424.0,180056.0,68919.68,84605.0,85135.0,,,,,,,,,,,,Попова Екатерина Николаевна
683,первая часть оплаты,41060.0,41020.0,42920.0,41555.0,42920.0,,,,,,,,,,,,Соколова Анастасия Викторовна
683,вторая часть оплаты,4800.0,6220.0,5820.0,4110.0,6875.0,,,,,,,,,,,,Соколова Анастасия Викторовна
506,первая часть оплаты,,,,,,,,,,,,,,,,227242.0,Иванова Мария Сергеевна
506,вторая часть оплаты,227365.0,245595.0,263745.0,297695.0,257700.0,,,,,,,,,,,41300.0,Иванова Мария Сергеевна
540,,202150.0,206440.0,220310.0,221040.0,221040.0,,,,,,,,,,,,Иванова Мария Сергеевна
646,,,,4585.0,1425.0,1425.0,,,,,,,,,,,,Кузнецов Михаил Иванович
697,основные работы,,71000.0,,121500.0,44250.0,,,,,,,,,,,,Васильев Артем Александрович
697,доп работы,,,,,75000.0,,,,,,,,,,,,Васильев Артем Александрович
799,,,,,,69450.0,,,,,,,,,,,,Попова Екатерина Николаевна
800,,,,,,60930.0,,,,,,,,,,,,Попова Екатерина Николаевна
675,первая часть оплаты,90975.0,91545.0,91545.0,103655.0,111295.0,113735.0,,,,,,,,,,,Попова Екатерина Николаевна
675,вторая часть оплаты,,,9475.0,,,,,,,,,,,,,,Попова Екатерина Николаевна
675,вторая часть оплаты,6215.0,10435.0,6330.0,10435.0,7905.0,18125.0,,,,,,,,,,,Попова Екатерина Николаевна
663,первая часть оплаты,122305.0,116850.0,121500.0,39187.5,,,,,,,,,,,,,Васильев Артем Александрович
663,вторая часть оплаты,52425.13,52948.08,54291.08,18572.5,,,,,,,,,,,,,Васильев Артем Александрович
788,,,,,,43885.0,,,,,,,,,,,,Соколова Анастасия Викторовна
728,первая часть оплаты,,780000.0,,,,,,,,,,,,,,,Попова Екатерина Николаевна
667,,,,40620.0,48715.0,49610.0,49850.0,,,,,,,,,,,Васильев Артем Александрович
825,,,,,,,205000.0,,,,,,,,,,,Соколова Анастасия Викторовна
838,,,,,,,550000.0,,,,,,,,,,,Васильев Артем Александрович
765,первая часть оплаты,,,,62230.0,,,60470.0,,,,,,,,,,Смирнова Ольга Владимировна
765,вторая часть оплаты,,,,5915.0,,,4225.0,,,,,,,,,,Смирнова Ольга Владимировна
294,основные работы,66833.0,70819.7,68879.7,68879.7,68879.7,68879.7,69699.35,,69385.0,74075.0,76185.0,74075.0,76185.0,78950.0,81060.0,81060.0,Смирнова Ольга Владимировна
814,первая часть оплаты,,,,,85697.5,72542.5,63660.0,,,,,,,,,,Васильев Артем Александрович
814,вторая часть оплаты,,,,,36707.5,24267.5,32255.0,,,,,,,,,,Васильев Артем Александрович
814,доп работы,,,,,53288.07,45603.0,36771.0,,,,,,,,,,Васильев Артем Александрович
796,,,,,,43610.0,39810.0,39810.0,,,,,,,,,,Попова Екатерина Николаевна
853,,,,,,,,,,,,,,,,,,Васильев Артем Александрович
563,,,62930.0,,,,,65050.0,,,,,,,,,,Иванова Мария Сергеевна
837,основные работы,,,,,,83500.0,80000.0,,,,,,,,,,Васильев Артем Александрович
837,доп работы,,,,,,9150.0,18000.0,,,,,,,,,,Васильев Артем Александрович
775,первая часть оплаты,,,64070.0,88905.0,78475.0,69345.0,54715.0,,,,,,,,,,Иванова Мария Сергеевна
775,вторая часть оплаты,,,,,,,16030.0,,,,,,,,,,Иванова Мария Сергеевна
813,первая часть оплаты,,,,,37865.0,23590.0,23590.0,,,,,,,,,,Иванова Мария Сергеевна
842,,,,,,,7700.0,87570.0,,,,,,,,,,Иванова Мария Сергеевна
843,,,,,,,7700.0,20890.0,,,,,,,,,,Иванова Мария Сергеевна
844,,,,,,,7700.0,19045.0,,,,,,,,,,Иванова Мария Сергеевна
845,,,,,,,7700.0,19940.0,,,,,,,,,,Иванова Мария Сергеевна
301,основные работы,55220.0,40830.0,40830.0,49515.0,31700.0,33100.0,37100.0,,,,,,,,,,Попова Екатерина Николаевна
301,доп работы,,,,,,49225.0,,,,,,,,,,,Попова Екатерина Николаевна
855,,,,,,,,12175.0,,,,,,,,,,Соколова Анастасия Викторовна
583,основные работы,92505.0,107275.0,76450.0,74425.0,80800.0,81460.0,62405.0,,,,,,,,,,Соколова Анастасия Викторовна
585,основные работы,,,,,105793.24,103631.57,103860.56,,,,,,,,,,Михайлов Андрей Сергеевич
585,доп работы,,,,,107365.8,92859.43,93064.62,,,,,,,,,,Михайлов Андрей Сергеевич
15,первая часть оплаты,329460.0,329460.0,102433.75,102433.75,102433.75,138158.0,138158.0,102433.75,,,,,,,,,Иванова Мария Сергеевна
15,вторая часть оплаты,109820.0,109820.0,,,,,,,,,,,,,,,Иванова Мария Сергеевна
711,,,,,,,,,,,,,,,,,,Васильев Артем Александрович
832,основные работы,,,,,,60072.1,61187.6,91257.6,,,,,,,,,Васильев Артем Александрович
55,,,,,,43173.0,41364.0,44257.5,45868.5,,,,,,,,,Иванова Мария Сергеевна
441,вторая часть оплаты,94000.0,83400.0,79820.0,87680.0,82100.0,84100.0,84100.0,74360.0,,,,,,,,,Васильев Артем Александрович
847,основные работы,,,,,,192000.0,180000.0,180000.0,,,,,,,,,Попова Екатерина Николаевна
847,доп работы,,,,,,119500.0,79925.0,30195.0,,,,,,,,,Попова Екатерина Николаевна
87,основные работы,70050.0,,73380.0,83480.0,89300.0,89300.0,78605.0,72485.0,,,,,,,,,Иванова Мария Сергеевна
600,первая часть оплаты,237977.0,144650.0,144650.0,144650.0,118300.0,186395.0,168820.0,185370.0,,,,,,,,,Васильев Артем Александрович
600,вторая часть оплаты,43440.0,30450.0,122570.0,114283.0,106037.0,46410.0,44379.0,72430.0,,,,,,,,,Васильев Артем Александрович
787,первая часть оплаты,,,,,,,15400.0,15400.0,,,,,,,,,Васильев Артем Александрович
787,вторая часть оплаты,,,,,,,106400.0,53200.0,,,,,,,,,Васильев Артем Александрович
858,,,,,,,,,,,,,,,,,,Смирнова Ольга Владимировна
857,,,,,,,,300030.0,321280.0,,,,,,,,,Соколова Анастасия Викторовна
869,,,,,,,,63520.0,79180.0,94820.0,,,,,,,,Михайлов Андрей Сергеевич
807,,,,,,64420.0,66300.0,66300.0,66300.0,,,,,,,,,Попова Екатерина Николаевна
884,,,,,,,,,50000.0,,,,,,,,,Иванова Мария Сергеевна
691,основные работы,73735.0,52435.0,60135.0,56125.0,55760.0,52435.0,60135.0,56125.0,,,,,,,,,Соколова Анастасия Викторовна
691,доп работы,4220.0,4220.0,4220.0,4220.0,4220.0,4220.0,4220.0,2110.0,,,,,,,,,Соколова Анастасия Викторовна
806,основные работы,,,,,47500.0,41500.0,41500.0,41500.0,41500.0,,,,,,,,Соколова Анастасия Викторовна
806,доп работы,,,,,23450.0,23450.0,30025.0,30025.0,,,,,,,,,Соколова Анастасия Викторовна
740,первая часть оплаты,,,270325.0,35325.0,35325.0,27950.0,24470.0,,,,,,,,,,Соколова Анастасия Викторовна
740,вторая часть оплаты,,,1520.0,15360.0,8000.0,20500.0,,,,,,,,,,,Соколова Анастасия Викторовна
871,,,,,,,,25000.0,,,,,,,,,,Попова Екатерина Николаевна
495,,,,,,37363.5,38632.5,,38632.5,38632.5,,,,,,,,Иванова Мария Сергеевна
553,первая часть оплаты,,,,,,,,95062.5,123417.0,,,,,,,,Иванова Мария Сергеевна
553,вторая часть оплаты,,,,,,,,,23015.45,33307.63,,,,,,,Иванова Мария Сергеевна
346,первая часть оплаты,,,60021.0,60021.0,60823.75,60823.75,60823.75,60823.75,60823.75,60206.25,60206.25,60206.25,60206.25,60206.25,60206.25,,Иванова Мария Сергеевна
346,вторая часть оплаты,,,,,,,,,,,,,,,,,Иванова Мария Сергеевна
586,,52240.0,,,39660.0,43240.0,44880.0,41005.0,32940.0,77330.0,,,,,,,,Попова Екатерина Николаевна
830,,,,,,,50475.0,44495.0,44495.0,,,,,,,,,Иванова Мария Сергеевна
727,,,39120.0,73580.0,74930.0,72295.0,74810.0,72965.0,79210.0,52970.0,53920.0,52970.0,53920.0,54395.0,54395.0,54395.0,54395.0,Попова Екатерина Николаевна
211,основные работы,,,,171046.75,,,54111.0,75000.0,,,,,,,,,Васильев Артем Александрович
211,доп работы,,,,,,,,,180000.0,135000.0,238500.0,186750.0,186750.0,186750.0,186750.0,186750.0,Васильев Артем Александрович
823,первая часть оплаты,,,,,,49525.0,43275.0,29225.0,44225.0,,,,,,,,Попова Екатерина Николаевна
823,вторая часть оплаты,,,,,,,,15000.0,,,,,,,,,Попова Екатерина Николаевна
786,основные работы,,,,191000.0,21000.0,118000.0,118000.0,118000.0,118000.0,,,,,,,,Васильев Артем Александрович
786,доп работы,,,,,,,167500.0,121500.0,49000.0,,,,,,,,Васильев Артем Александрович
786,доп работы,,,,,,,,,72500.0,,,,,,,,Васильев Артем Александрович
891,,,,,,,,,,126447.63,,,,,,,,Соколова Анастасия Викторовна
904,первая часть оплаты,,,,,,,,,11995.0,,,,,,,,Соколова Анастасия Викторовна
904,вторая часть оплаты,,,,,,,,,1199.5,,,,,,,,Соколова Анастасия Викторовна
901,,,,,,,,,,35000.0,,,,,,,,Васильев Артем Александрович
907,,,,,,,,,,,,,,,,,,без А/М
897,первая часть оплаты,,,,,,,,,110000.0,,,,,,,,Смирнова Ольга Владимировна
580,,,,,,42937.1,50640.35,57901.14,,64219.76,,,,,,,,Соколова Анастасия Викторовна
719,первая часть оплаты,,602370.0,,,,52565.0,54355.0,53510.0,64355.0,58355.0,,,,,,,Васильев Артем Александрович
719,вторая часть оплаты,,,,,,1022.55,,1590.0,,,,,,,,,Васильев Артем Александрович
848,первая часть оплаты,,,,,,,62920.0,60960.0,64390.0,69065.0,97690.0,95435.0,99075.0,100765.0,,,Смирнова Ольга Владимировна
848,вторая часть оплаты,,,,,,,,,,,1000.0,1000.0,,,,,Смирнова Ольга Владимировна
337,,,,,,,60450.0,47410.0,44165.0,30800.0,56975.0,,,,,,,Попова Екатерина Николаевна
180,основные работы,99500.0,97550.0,70950.0,,,,,,,,,,,,,,Попова Екатерина Николаевна
180,первая часть оплаты,,,,139625.0,139625.0,139625.0,139625.0,139625.0,139625.0,139625.0,,163359.0,163359.0,163359.0,163359.0,,Попова Екатерина Николаевна
180,вторая часть оплаты,,,,43255.0,23210.0,51695.0,59080.0,55915.0,30595.0,52750.0,,,,,,,Попова Екатерина Николаевна
854,,,,,,,,,38120.0,57318.46,67331.37,,,,,,,Соколова Анастасия Викторовна
803,первая часть оплаты,,,,,,,86401.0,85351.0,85351.0,85351.0,,,,,,,Смирнова Ольга Владимировна
803,вторая часть оплаты,,,,,,,37029.0,36579.0,36579.0,36579.0,,,,,,,Смирнова Ольга Владимировна
648,первая часть оплаты,22887.5,22887.5,22887.5,,22887.5,22887.5,,22887.5,22887.5,22887.5,,,,,,,Соколова Анастасия Викторовна
648,вторая часть оплаты,22887.5,22887.5,22887.5,,22887.5,22887.5,,22887.5,22887.5,22887.5,,,,,,,Соколова Анастасия Викторовна
268,,79235.0,79235.0,83810.0,122845.0,128145.0,135530.0,133420.0,140005.0,150160.0,137500.0,141435.0,125645.0,128810.0,130920.0,125645.0,125645.0,Смирнова Ольга Владимировна
274,основные работы,170268.0,170268.0,170268.0,170268.0,170268.0,201870.0,201870.0,201870.0,183630.0,183630.0,,,,,,,Соколова Анастасия Викторовна
274,доп работы,,,,,,,,,79200.0,,,,,,,,Соколова Анастасия Викторовна
781,изменение ЮЛ,,,104319.0,60660.0,359157.0,241780.0,321769.75,337482.75,288638.5,333853.75,,,,,,,Михайлов Андрей Сергеевич
916,первая часть оплаты,,,,,,,,,,763110.0,,,,,,,Васильев Артем Александрович
923,,,,,,,,,,36640.0,32750.0,,,,,,,Соколова Анастасия Викторовна
633,,40200.0,40200.0,40200.0,40200.0,,40200.0,40200.0,166465.0,166500.0,166500.0,,,,,,,Васильев Артем Александрович
713,первая часть оплаты,,,73610.0,64625.0,51805.0,65520.0,65315.0,65265.0,65265.0,,,,,,,,Иванова Мария Сергеевна
713,вторая часть оплаты,,,,,11765.0,,,,,,,,,,,,Иванова Мария Сергеевна
829,первая часть оплаты,,,,,,,,,13400.0,13400.0,,,,,,,Попова Екатерина Николаевна
829,вторая часть оплаты,,,,,,,,,25500.0,,,,,,,,Попова Екатерина Николаевна
846,основные работы,,,,,,,95795.0,74795.0,74795.0,74795.0,74795.0,74795.0,74795.0,74795.0,74795.0,74795.0,Иванова Мария Сергеевна
348,,14860.0,14860.0,14860.0,14860.0,,17740.0,16685.0,16685.0,16685.0,16685.0,16685.0,,21400.0,20000.0,20000.0,20000.0,Попова Екатерина Николаевна
492,,40390.0,57615.0,61925.0,62615.0,59390.0,56235.0,62770.0,65925.0,61925.0,65840.0,68685.0,,,,,,Смирнова Ольга Владимировна
819,,,,,,,59590.0,86350.0,86350.0,99010.0,94790.0,99010.0,,,,,,Соколова Анастасия Викторовна
726,основные работы,,41555.0,33155.0,34215.0,35110.0,38390.0,38390.0,38390.0,38390.0,38390.0,38390.0,34565.0,36675.0,38365.0,38365.0,41320.0,Попова Екатерина Николаевна
726,доп работы,,18795.0,3580.0,12465.0,23270.0,7160.0,54595.0,54915.0,22535.0,13905.0,8375.0,11635.0,,10740.0,8950.0,2685.0,Попова Екатерина Николаевна
792,первая часть оплаты,,,,1400.0,1400.0,1400.0,1400.0,1400.0,89850.0,94050.0,94050.0,,,,,,Васильев Артем Александрович
792,вторая часть оплаты,,,,,,,,,4200.0,,,,,,,,Васильев Артем Александрович
792,вторая часть оплаты,,,,3165.0,5275.0,3165.0,3165.0,,,,,,,,,,Васильев Артем Александрович
898,первая часть оплаты,,,,,,,,95820.0,19400.0,,,,,,,,Смирнова Ольга Владимировна
898,вторая часть оплаты,,,,,,,,29704.26,,,,,,,,,Смирнова Ольга Владимировна
86,первая часть оплаты,,,,,,,,44734.5,43362.0,48541.5,54414.0,,,,,,Попова Екатерина Николаевна
86,вторая часть оплаты,,,,,,,,,1705.32,927.66,1404.26,,,,,,Попова Екатерина Николаевна
676,первая часть оплаты,388195.0,388195.0,547400.0,547400.0,539295.25,539295.25,539295.25,539295.25,539295.25,539295.25,539295.25,773663.75,776195.25,776195.25,776195.25,771132.25,Смирнова Ольга Владимировна
676,вторая часть оплаты,14280.0,124916.0,,,33464.5,55683.5,10157.5,,5975.5,58246.25,16728.0,,,,,,Смирнова Ольга Владимировна
876,,,,,,,,,,48245.0,42145.0,34090.0,,,,,,Васильев Артем Александрович
877,первая часть оплаты,,,,,,,,,47925.0,33250.0,33725.0,,,,,,Васильев Артем Александрович
878,,,,,,,,,,50285.0,39180.0,33200.0,,,,,,Васильев Артем Александрович
668,первая часть оплаты,27950.0,30225.0,30225.0,30225.0,30225.0,30225.0,30225.0,30225.0,30225.0,34875.0,53625.0,53625.0,53625.0,53625.0,53625.0,53625.0,Попова Екатерина Николаевна
668,вторая часть оплаты,24401.0,84490.25,79787.5,68172.0,70716.75,67463.0,76278.0,79066.0,81477.5,73912.5,70875.0,70875.0,70875.0,70875.0,70875.0,70875.0,Попова Екатерина Николаевна
821,первая часть оплаты,,,,,101230.0,101230.0,101230.0,101230.0,101230.0,101230.0,101230.0,107821.2,106491.2,106491.2,106491.2,106491.2,Попова Екатерина Николаевна
821,вторая часть оплаты,,,,,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,,,,,,Попова Екатерина Николаевна
921,,,,,,,,,49035.0,49940.0,,,,,,,,Смирнова Ольга Владимировна
920,первая часть оплаты,,,,,,,,,19678.25,15678.25,15678.25,,,,,,Соколова Анастасия Викторовна
920,вторая часть оплаты,,,,,,,,,915.0,610.0,,,,,,,Соколова Анастасия Викторовна
361,первая часть оплаты,148390.0,148390.0,139440.0,119390.0,117890.0,117890.0,117890.0,117890.0,117890.0,117890.0,117890.0,134690.0,134690.0,134690.0,,,Попова Екатерина Николаевна
361,вторая часть оплаты,6525.0,18765.0,16110.0,9270.0,3525.0,18600.0,35200.0,14075.0,8940.0,15460.0,16095.0,13350.0,8800.0,27585.0,,,Попова Екатерина Николаевна
912,,,,,,,,,,,100955.0,70025.0,,,,,,Смирнова Ольга Владимировна
872,основные работы,,,,,,,,17600.0,39495.0,39495.0,39495.0,36515.0,36515.0,44570.0,37570.0,37570.0,Попова Екатерина Николаевна
872,доп работы,,,,,,,,,,,,,,,,,Попова Екатерина Николаевна
969,,,,,,,,,,,,40225.0,,,,,,Попова Екатерина Николаевна
789,,,,,,44100.0,58240.0,,7280.0,28000.0,8400.0,15120.0,,,,,,Васильев Артем Александрович
771,основные работы,,,,107124.0,102032.0,102032.0,104768.0,104768.0,104768.0,108416.0,108416.0,114800.0,114800.0,121184.0,121184.0,75856.0,Смирнова Ольга Владимировна
771,доп работы,,,,,,,,,,,10000.0,,,,,,Смирнова Ольга Владимировна
859,,,,,,,,57601.2,67012.8,78108.0,115101.2,,,,,,,Смирнова Ольга Владимировна
960,,,,,,,,,,,,35000.0,,,,,,Соколова Анастасия Викторовна
